                    , A_C10, A_C11, A_C13, A_C14, A_C15, A_C19, A_C17, A_J2, A_J21, A_C12, A_C1, A_C18, A_J26, A_J29, A_J27, A_J28, A_J25, A_J24, A_J23, A_J22, A_J1, B_J20, B_C10, B_C11, B_C13, B_C14, B_C15, B_C19, B_C17, B_J2, B_J21, B_C12, B_C1, B_C18, B_J26, B_J29, B_J27, B_J28, B_J25, B_J24, B_J23, B_J22, B_J1, B_J20
B_5/26/2022 16:57:47,     0,     1,     0,     0,     0,     0,     0,    0,     0,     0,    5,     0,     0,     0,     3,     0,     2,     0,     0,     4,    0,     0,     0,     1,     0,     0,     0,     0,     0,    0,     0,     0,    5,     0,     0,     0,     3,     0,     2,     0,     0,     4,    0,     0
B_5/26/2022 20:43:31,     0,     0,     0,     2,     0,     0,     0,    0,     0,     5,    0,     0,     0,     3,     0,     0,     0,     0,     1,     0,    4,     0,     0,     0,     0,     2,     0,     0,     0,    0,     0,     5,    0,     0,     0,     3,     0,     0,     0,     0,     1,     0,    4,     0
B_5/27/2022 10:03:03,     0,     4,     0,     0,     0,     0,     0,    0,     0,     1,    0,     0,     0,     0,     5,     0,     0,     2,     0,     3,    0,     0,     0,     4,     0,     0,     0,     0,     0,    0,     0,     1,    0,     0,     0,     0,     5,     0,     0,     2,     0,     3,    0,     0
B_5/27/2022 14:16:14,     0,     0,     0,     4,     0,     0,     0,    0,     0,     3,    1,     0,     0,     2,     0,     0,     0,     5,     0,     0,    0,     0,     0,     0,     0,     4,     0,     0,     0,    0,     0,     3,    1,     0,     0,     2,     0,     0,     0,     5,     0,     0,    0,     0
B_5/27/2022 23:00:04,     0,     0,     0,     0,     2,     0,     0,    0,     0,     0,    1,     0,     3,     0,     0,     0,     0,     5,     0,     0,    0,     4,     0,     0,     0,     0,     2,     0,     0,    0,     0,     0,    1,     0,     3,     0,     0,     0,     0,     5,     0,     0,    0,     4
B_5/28/2022 18:50:28,     0,     0,     0,     0,     0,     0,     0,    4,     0,     0,    0,     0,     0,     0,     5,     0,     0,     2,     1,     3,    0,     0,     0,     0,     0,     0,     0,     0,     0,    4,     0,     0,    0,     0,     0,     0,     5,     0,     0,     2,     1,     3,    0,     0
B_5/28/2022 19:16:20,     0,     5,     0,     0,     0,     0,     0,    2,     0,     4,    0,     0,     0,     0,     0,     0,     0,     1,     0,     3,    0,     0,     0,     5,     0,     0,     0,     0,     0,    2,     0,     4,    0,     0,     0,     0,     0,     0,     0,     1,     0,     3,    0,     0
B_5/30/2022 14:30:18,     0,     2,     0,     0,     4,     0,     0,    0,     5,     0,    0,     3,     0,     0,     0,     0,     0,     0,     0,     0,    0,     1,     0,     2,     0,     0,     4,     0,     0,    0,     5,     0,    0,     3,     0,     0,     0,     0,     0,     0,     0,     0,    0,     1
B_5/30/2022 20:13:32,     0,     2,     4,     0,     0,     5,     0,    0,     0,     0,    1,     0,     0,     3,     0,     0,     0,     0,     0,     0,    0,     0,     0,     2,     4,     0,     0,     5,     0,    0,     0,     0,    1,     0,     0,     3,     0,     0,     0,     0,     0,     0,    0,     0
B_5/31/2022 8:24:00 ,     0,     5,     0,     0,     4,     0,     0,    0,     0,     0,    0,     1,     0,     3,     0,     0,     0,     2,     0,     0,    0,     0,     0,     5,     0,     0,     4,     0,     0,    0,     0,     0,    0,     1,     0,     3,     0,     0,     0,     2,     0,     0,    0,     0
B_5/31/2022 19:26:56,     0,     0,     0,     2,     0,     0,     0,    0,     0,     5,    0,     0,     4,     0,     0,     0,     0,     0,     1,     0,    0,     3,     0,     0,     0,     2,     0,     0,     0,    0,     0,     5,    0,     0,     4,     0,     0,     0,     0,     0,     1,     0,    0,     3
B_5/31/2022 21:13:10,     0,     0,     0,     0,     1,     0,     0,    0,     0,     0,    0,     3,     5,     0,     0,     0,     2,     0,     0,     0,    0,     4,     0,     0,     0,     0,     1,     0,     0,    0,     0,     0,    0,     3,     5,     0,     0,     0,     2,     0,     0,     0,    0,     4
B_6/2/2022 15:07:44 ,     0,     0,     0,     0,     4,     0,     0,    0,     0,     0,    2,     0,     1,     0,     3,     5,     0,     0,     0,     0,    0,     0,     0,     0,     0,     0,     4,     0,     0,    0,     0,     0,    2,     0,     1,     0,     3,     5,     0,     0,     0,     0,    0,     0
B_6/2/2022 15:39:34 ,     0,     5,     1,     0,     0,     4,     0,    0,     0,     0,    0,     0,     0,     0,     2,     0,     3,     0,     0,     0,    0,     0,     0,     5,     1,     0,     0,     4,     0,    0,     0,     0,    0,     0,     0,     0,     2,     0,     3,     0,     0,     0,    0,     0
B_6/2/2022 15:42:37 ,     0,     0,     0,     0,     0,     3,     0,    0,     0,     5,    0,     0,     0,     2,     0,     0,     0,     0,     4,     1,    0,     0,     0,     0,     0,     0,     0,     3,     0,    0,     0,     5,    0,     0,     0,     2,     0,     0,     0,     0,     4,     1,    0,     0
B_6/2/2022 22:48:09 ,     0,     0,     0,     0,     2,     0,     0,    0,     0,     0,    0,     0,     5,     0,     0,     0,     0,     3,     4,     0,    1,     0,     0,     0,     0,     0,     2,     0,     0,    0,     0,     0,    0,     0,     5,     0,     0,     0,     0,     3,     4,     0,    1,     0
B_6/3/2022 10:45:02 ,     0,     4,     0,     0,     0,     0,     0,    0,     0,     0,    0,     5,     0,     0,     1,     0,     2,     0,     0,     3,    0,     0,     0,     4,     0,     0,     0,     0,     0,    0,     0,     0,    0,     5,     0,     0,     1,     0,     2,     0,     0,     3,    0,     0
B_6/3/2022 18:00:59 ,     0,     5,     0,     0,     0,     0,     3,    0,     0,     0,    0,     0,     0,     4,     0,     0,     0,     2,     0,     0,    1,     0,     0,     5,     0,     0,     0,     0,     3,    0,     0,     0,    0,     0,     0,     4,     0,     0,     0,     2,     0,     0,    1,     0
B_6/4/2022 15:09:54 ,     0,     0,     0,     0,     0,     0,     0,    5,     0,     0,    0,     0,     1,     0,     0,     0,     0,     2,     3,     0,    4,     0,     0,     0,     0,     0,     0,     0,     0,    5,     0,     0,    0,     0,     1,     0,     0,     0,     0,     2,     3,     0,    4,     0
B_6/5/2022 18:13:56 ,     0,     1,     0,     0,     0,     0,     0,    0,     0,     0,    3,     2,     0,     5,     0,     0,     0,     0,     0,     0,    4,     0,     0,     1,     0,     0,     0,     0,     0,    0,     0,     0,    3,     2,     0,     5,     0,     0,     0,     0,     0,     0,    4,     0
B_6/6/2022 9:36:04  ,     0,     0,     0,     5,     0,     0,     2,    0,     0,     0,    0,     4,     0,     1,     0,     0,     0,     3,     0,     0,    0,     0,     0,     0,     0,     5,     0,     0,     2,    0,     0,     0,    0,     4,     0,     1,     0,     0,     0,     3,     0,     0,    0,     0
B_6/7/2022 9:44:25  ,     2,     0,     0,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     3,     0,     0,    0,     0,     2,     0,     0,     1,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     3,     0,     0,    0,     0
B_6/7/2022 22:52:32 ,     0,     4,     0,     0,     0,     0,     0,    0,     0,     0,    3,     0,     0,     0,     0,     0,     0,     1,     2,     0,    0,     5,     0,     4,     0,     0,     0,     0,     0,    0,     0,     0,    3,     0,     0,     0,     0,     0,     0,     1,     2,     0,    0,     5
B_6/8/2022 8:21:55  ,     0,     0,     0,     0,     3,     0,     0,    1,     2,     0,    5,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0,     0,     0,     0,     0,     3,     0,     0,    1,     2,     0,    5,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     0
B_6/8/2022 12:29:26 ,     0,     0,     0,     0,     0,     5,     0,    0,     0,     0,    1,     0,     0,     4,     0,     0,     0,     2,     0,     0,    0,     3,     0,     0,     0,     0,     0,     5,     0,    0,     0,     0,    1,     0,     0,     4,     0,     0,     0,     2,     0,     0,    0,     3
B_6/8/2022 21:42:57 ,     0,     0,     0,     5,     0,     0,     0,    0,     0,     0,    2,     0,     0,     4,     0,     0,     0,     0,     1,     0,    0,     3,     0,     0,     0,     5,     0,     0,     0,    0,     0,     0,    2,     0,     0,     4,     0,     0,     0,     0,     1,     0,    0,     3
B_6/9/2022 20:35:23 ,     0,     0,     0,     0,     2,     0,     0,    0,     4,     0,    0,     0,     0,     0,     5,     0,     3,     0,     1,     0,    0,     0,     0,     0,     0,     0,     2,     0,     0,    0,     4,     0,    0,     0,     0,     0,     5,     0,     3,     0,     1,     0,    0,     0
B_6/10/2022 2:22:26 ,     3,     1,     0,     0,     2,     0,     4,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     5,     3,     1,     0,     0,     2,     0,     4,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,     0,    0,     5
B_6/10/2022 13:32:03,     0,     1,     5,     0,     0,     2,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     3,     4,     0,    0,     0,     0,     1,     5,     0,     0,     2,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     3,     4,     0,    0,     0
B_6/10/2022 18:06:24,     3,     0,     0,     4,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     5,     0,     0,     1,     0,     0,    2,     0,     3,     0,     0,     4,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     5,     0,     0,     1,     0,     0,    2,     0
B_6/10/2022 21:38:55,     5,     0,     0,     3,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     2,     4,    0,     1,     5,     0,     0,     3,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     2,     4,    0,     1
B_6/11/2022 9:49:13 ,     0,     2,     0,     0,     4,     0,     0,    0,     0,     0,    5,     0,     3,     0,     0,     0,     0,     1,     0,     0,    0,     0,     0,     2,     0,     0,     4,     0,     0,    0,     0,     0,    5,     0,     3,     0,     0,     0,     0,     1,     0,     0,    0,     0
B_6/11/2022 10:51:14,     0,     0,     3,     0,     0,     0,     1,    0,     0,     0,    0,     0,     0,     0,     0,     5,     2,     4,     0,     0,    0,     0,     0,     0,     3,     0,     0,     0,     1,    0,     0,     0,    0,     0,     0,     0,     0,     5,     2,     4,     0,     0,    0,     0
B_6/11/2022 12:06:17,     0,     0,     0,     2,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     4,     5,     1,     0,    3,     0,     0,     0,     0,     2,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     4,     5,     1,     0,    3,     0
B_6/11/2022 13:21:07,     0,     1,     0,     3,     0,     0,     0,    0,     0,     0,    5,     0,     0,     0,     0,     0,     0,     0,     4,     0,    0,     2,     0,     1,     0,     3,     0,     0,     0,    0,     0,     0,    5,     0,     0,     0,     0,     0,     0,     0,     4,     0,    0,     2
B_6/11/2022 14:01:05,     0,     0,     0,     2,     5,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     0,     0,     0,    4,     3,     0,     0,     0,     2,     5,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     0,     0,     0,    4,     3
B_6/12/2022 18:00:37,     0,     2,     5,     0,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     3,     0,     0,     0,    0,     4,     0,     2,     5,     0,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     3,     0,     0,     0,    0,     4
B_6/12/2022 18:52:46,     0,     0,     0,     0,     0,     0,     0,    2,     3,     0,    1,     5,     0,     0,     0,     4,     0,     0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     0,     0,    2,     3,     0,    1,     5,     0,     0,     0,     4,     0,     0,     0,     0,    0,     0
B_6/12/2022 22:26:06,     0,     0,     0,     0,     0,     0,     0,    0,     0,     0,    2,     0,     0,     0,     4,     0,     0,     3,     1,     0,    0,     5,     0,     0,     0,     0,     0,     0,     0,    0,     0,     0,    2,     0,     0,     0,     4,     0,     0,     3,     1,     0,    0,     5
B_6/13/2022 19:41:29,     0,     0,     0,     0,     0,     0,     2,    0,     1,     0,    4,     0,     0,     0,     0,     0,     0,     5,     0,     0,    3,     0,     0,     0,     0,     0,     0,     0,     2,    0,     1,     0,    4,     0,     0,     0,     0,     0,     0,     5,     0,     0,    3,     0
B_6/13/2022 20:22:19,     4,     0,     0,     0,     0,     2,     0,    0,     0,     0,    5,     0,     0,     0,     0,     0,     0,     1,     0,     3,    0,     0,     4,     0,     0,     0,     0,     2,     0,    0,     0,     0,    5,     0,     0,     0,     0,     0,     0,     1,     0,     3,    0,     0
B_6/15/2022 17:55:36,     5,     3,     0,     0,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     4,     0,     0,     0,     0,     0,    2,     0,     5,     3,     0,     0,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     4,     0,     0,     0,     0,     0,    2,     0
B_6/13/2022 23:45:02,     0,     2,     5,     4,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     1,     0,     0,    0,     3,     0,     2,     5,     4,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     0,     0,     0,     1,     0,     0,    0,     3
B_6/14/2022 11:52:21,     0,     2,     0,     0,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     3,     0,     0,    5,     4,     0,     2,     0,     0,     0,     0,     0,    0,     0,     0,    1,     0,     0,     0,     0,     0,     0,     3,     0,     0,    5,     4
B_6/14/2022 15:46:21,     0,     0,     0,     0,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     4,     0,     0,     2,     1,     5,    0,     3,     0,     0,     0,     0,     0,     0,     0,    0,     0,     0,    0,     0,     0,     0,     4,     0,     0,     2,     1,     5,    0,     3
B_6/14/2022 16:20:05,     0,     5,     0,     0,     0,     0,     0,    1,     0,     0,    4,     0,     0,     0,     0,     0,     0,     2,     3,     0,    0,     0,     0,     5,     0,     0,     0,     0,     0,    1,     0,     0,    4,     0,     0,     0,     0,     0,     0,     2,     3,     0,    0,     0
